13101,"102 ","1020072","トウキョウト","チヨダク","イイダバシ","東京都","千代田区","飯田橋"
13101,"102 ","1020082","トウキョウト","チヨダク","イチバンチョウ","東京都","千代田区","一番町"
13101,"101 ","1020032","トウキョウト","チヨダク","イワモトチョウ","東京都","千代田区","岩本町"
